"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 12:20:15 GMT 2024","Tue Apr 23 12:20:17 GMT 2024","1869","Example Test Suite","","","","","should open Google homepage",""
