"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 11:15:33 UTC 2024","Tue Apr 23 11:15:35 UTC 2024","2858","Example Test Suite","","","","","should open Google homepage",""
